,Artist,Song,Lyrics,Sentiment
2871,Alizée,Eden Eden,sommes toutes filles l'den dvalons ses rues cendres d'un ternel sommes demoiselles d'den chtelaines scell cde quatorzime soleils mourants ces ciels voils sont adieux grand soleils voils ces ciels noys sont adieux grand nation toutes jeunes filles sont faucons ombres refluent sous buissons toutes peaux vierges l'den s'envolent colombes l'den soufflent gnie lieu leurs adieux soleils mourants ces ciels voils sont adieux grand soleils voils ces ciels noys sont adieux grand vent gonflait voiles l'den lanait filles amricaines l'assaut villes inhumaines couvre bras nus den quitte rompt finit seul sous flocons adieu promis j'appellerai faut m'en vais feuilleton feuilles parmi vaisseaux parmi fuses l'den,Positive
2872,Alizée,Factory girl,fin ballade adorable ado seule hasselblad fendue bas haut inanime docile faon petit soldat scrute large trois quart profil factory fil miroir factory toutes couleurs noir plonge l'abme d'un jeune oiseau proie soumis aux lois film argentique dcrot vu d'en haut sublime rien vous doit plonge l'abme n'en d'clat factory dernier drame dernire scne factory peine peine factory reprendra demain factory jusqu' fin fins fins fins,Neutral
2873,Alizée,Fifty Sixty,sixteen belle hrone sixties dandines t'es divine danses yeux d'andy adieu bebop pop art sape trappe popcorn hula hoop rve gloire fortune chic chanel amour toujours glamour aux expos poses t'exposes asa oses toutes poses fifty sixty cinquante soixante excitante s'extasie candide elle croit qu'andy qu'andy dit d'elle qu'elle belle toutes modles icne sous nikon tournes tte velvet nico voudrait loin lou reed east village y'a d'age tous jeunes emmnemoi taxi jaune d'o vient lgende rve gloire fortune chic chanel l'amour sera toujours glamour regarde polaroid sais temps n'a pris fifty sixty cinquante soixante excitante s'extasie candide elle croit qu'andy qu'andy dit d'elle qu'elle belle toutes modles flower mort l'lectro punk n'existent encore enlve roll'n' aux rockers chang d'poque roule roller pop cloque flower mort belle mort techno n'existent encore vasy jouer ton dernier rle n'est dandy danses encore yeux d'warhol fifty sixty cinquante soixante excitante s'extasie candide elle croit qu'andy qu'andy dit d'elle qu'elle belle fifty sixty cinquante soixante excitante s'extasie candide elle croit qu'andy qu'andy dit d'elle qu'elle belle toutes modles,Positive
2874,Alizée,Gourmandises,penses loup steppes fond ressenstu l'ivresse faim dis cesse prendre soin dismoi blesse loup estu fais promesse m'offre milliers baisers tendresse baisers premiers d'embruns spleen baisers vols trains tsarines baisers d'un main s'achemine baisers d'alize sont vraies gourmandises pense loup steppes j'n'ai peur estce t'oppresse prends cheminl dis cesse couchetoi prs dvoremoi yeux princesse baisers premiers d'embruns spleen baisers vols trains tsarines baisers d'un main s'achemine baisers d'alize sont vraies gourmandises loup estu baisers premiers d'embruns spleen baisers vols trains tsarines baisers d'un main s'achemine baisers d'alize sont vraies gourmandises baisers premiers d'embruns spleen baisers vols trains tsarines baisers d'un main s'achemine baisers d'alize sont vraies gourmandises,Neutral
2875,Alizée,Grand central,converse laces cheveux lchs arriv dedans beau chos sous coupole mieux encore fois dehors fait bleu fait bruit sommes peu faim dieu faim grand central grand central l'monde descend deux flches feux revches manteau crois paules carres vtran policiers leurs pommes d'adam printemps tours d'acier rue millime avenue l'arme salut d'horizon sciencefiction grand central grand central personne l'attends elle attendait limousine sous l'auvent tiffany aurait dit fille prsident vraie peste sous bords capeline grsillait lucky elle demande connais cte entre l'azur ses yeux blonds soleil choisi edie edie fille paille edie factory edie tait genre plutt trs belle,Positive
2876,Alizée,Happy end,n'est qu'un jour terre paradis ou enfer paris ou singapour mmes histoires d'amour soleil lve s'aime tire d'aile puis viens crpuscule avec ses habitudes pourquoi toujours croire toutes ces histoires amours haines toujours mme j'aurais toujours l'espoir mme s'il trop tard j'attends dernire scne toujours mme pendant nuit tombe l'amour bombe fait pschit l'aurore matador partout mme espoir premier regard partout mme fin partout mme chagrin pourquoi toujours croire toutes ces histoires amours haines toujours mme toujours mme ditesmoi quelque continue croire destin l'amour l'innocence n'est qu'un jour terre paradis ou enfer paris ou singapour mmes histoires mme pourquoi toujours croire toutes ces histoires amours haines toujours mme j'aurais toujours l'espoir mme s'il trop tard j'attends dernire scne toujours mme pourquoi toujours croire toutes ces histoires amours haines toujours mme j'aurais toujours l'espoir mme s'il trop tard amours haines toujours mme,Negative
2877,Alizée,"Hey, Amigo!",dambule dhanchetoi elle dambule avenues rues mets hommes ses pieds tendres barcelone faislui comprendre qu'elle trompe qu'en soit l'emoi elle trompe elle chat ondule fait dos rond elle manipule celui dit amigo elle veut haut elle veut ta peau dos tatouage amigo amigo elle veut beau d'un amour maquillage dambule dhanchetoi elle dambule avenues rues mets voiles doux visage barcelona prendsla otage elle donne qu'en soit poids oui elle donne elle chat minaude feint salue l'homme elle sauve d'un bond elle s'envole amigo elle veut haut elle veut ta peau dos tatouage amigo amigo elle veut beau d'un amour maquillage amigo elle veut haut elle veut ta peau dos tatouage hasta luego amigo elle veut beau d'un amour maquillage amigo elle veut haut elle veut ta peau dos tatouage amigo amigo elle veut beau d'un amour maquillage amigo elle veut haut elle veut ta peau dos tatouage hasta luego amigo elle veut beau d'un amour maquillage,Neutral
2878,Alizée,Idéaliser,elle seule sol coulant sous l'alcool vermis craqueele sous l'idole poudrer facies enrober soie blesse qu'on laisse derriere soi idealiser passe brise realiser qu'il n'est idealiser juste supposer qu'elle ose poser dernier baiser baiser ses ont defile toutes nuits blanches blancheneige exhibee aux archanges neige downtown fin seventies temps l'automne idealiser passe brise realiser qu'il n'est idealiser faire beaute retourner viser l'aller retour saut vide petite clubkid n'aime jour idealiser juste supposer qu'elle ose poser dernier baiser,Neutral
2879,Alizée,I'm fed up,bubbles legs goldfish bathe foamely ecstatic lazy bubbly stubborn lazy melon bubbles legs bombs twisting toes harmony bothers fed loneliness uncle overstressed fumbling crawling shows fed creeps fed complaints saint fed plane fed cynics bathing caps critics fed fed poor bubbles legs goldfish delight pleasures aquatic treasures misery fed loneliness uncle overstressed fumbling crawling shows fed creeps fed complaints saint fed plane fed cynics bathing caps critics fed fed poor fed loneliness uncle overstressed fumbling crawling shows fed creeps fed complaints saint fed plane fed cynics bathing caps critics fed fed,Negative
2880,Alizée,I'm not twenty,lullaby simplicity hang poetry okey dokey boogiewoogie twenty ashamed celebrate twenty mlodie twenty indeed diving someone's fallen freedom's ecstacy,Positive
2881,Alizée,It's Christmas (And it won't be the last),blows wrap coat snowflakes sparkle windows stores flowers blooming spring grandpa funniest stories chimneys smoking santa's expected tv windows stores flowers blooming spring holidays merry,Positive
2882,Alizée,J'ai pas 20 ans,l'histoire d'un jour rime avec amour plutot sejour toujours j'veux d'un mene paradis temps juste compromis peu l'eau pluie devient l'ocean l'enfer d'habitude tant pis alors dis oui j'aime l'habitude j'aime dure vingt ans d'attitude meme l'allure vingt ans talons aiguilles talent fille melodie vent rime cachet d'aspirine vieux vingt ans temps l'histoire d'amour coule l'adour plutot courant d'air souffle ta terre j'veux d'un m'attache m'ennuie fache temps plutot coup d'audace faut m'aimer m'attendre tournant j'aime l'habitude j'aime dure vingt ans d'attitude meme l'allure vingt ans talons aiguilles talent fille melodie vent rime cachet d'aspirine vieux vingt ans temps melodie vent,Positive
2883,Alizée,Jamais plus,hier hier tort aujourd'hui vois jamais oublier j'adore ca fait effort vite disparu jamais jamais corps perdu jamais ange decu jamais foutu jamais seule assise bord vide j'explore cherchat issue jamais jamais coprs perdu jamais ange decu jamais foutu jamais jamais coprs perdu jamais ange decu jamais foutu jamais rapide indolore mieux mor phine ou jesus jamais jamais corps perdu jamais ange decu jamais foutu jamais jamais corps perdu jamais ange decu jamais foutu jamais,Neutral
2884,Alizée,J.B.G,jbg bikini nom code jbg jbg jbg autour globe l'egerie jbg james bond sauve d'une l'ecstasy james bond dynamite ses lettre sont jbg elle canon calibree culottee canon beaute canon doit donner bon dieu resister james bond sauve d'une l'ecstasy james bond dynamite ses lettre sont jbg ca corse elle decorsette beaute gare comporte l'once d'un tact sang n'est lait james bond sauve d'une l'ecstasy james bond dynamite ses lettre sont jbg james bond sauve d'une l'ecstasy james bond dynamite ses lettre sont jbg jbg bikini nom code jbg jbg jbg autour globe l'egerie jbg james bond sauve d'une l'ecstasy james bond dynamite ses lettre sont jbg,Positive
2885,Alizée,J'en ai marre,peau douce bain mousse m'clabousse j'en ris poisson rouge bain mousse l'emmitoufle dis problme fainante malaise fainante l'eau baigne l'important aise l'air temps peau douce bain mousse bulle l'ombre bombes dlice ici dlits dociles oui fais liste choses m'indisposent j'en marre ceux pleurent roulent qu' deux l'heure lamentent s'fixent l'ide d'une ide fixe j'en marre ceux rlent extrmistes deux balles voient noir m'expdient l'cafard j'en marre gmit pleure marre pluie courgettes m'font vomir sous couette j'en marre ces cyniques prs colchiques j'en marre d'en avoir marre aussi peau douce bain mousse secousses sismiques prlasse ici dlasse oui tat aquatique hic j'en marre ceux pleurent roulent qu' deux l'heure lamentent s'fixent l'ide d'une ide fixe j'en marre ceux rlent extrmistes deux balles voient noir m'expdient l'cafard j'en marre gmit pleure marre pluie courgettes m'font vomir sous couette j'en marre ces cyniques prs colchiques j'en marre d'en avoir marre aussi bada bada bam bam bada bada bam bam j'en marre ceux pleurent roulent qu' deux l'heure lamentent s'fixent l'ide d'une ide fixe j'en marre ceux rlent extrmistes deux balles voient noir m'expdient l'cafard j'en marre gmit pleure marre pluie courgettes m'font vomir sous couette j'en marre ces cyniques prs colchiques j'en marre d'en avoir marre bada bada bam bam j'en marre,Neutral
2886,Alizée,Jeune fille,m'dis monde refaire avec ta chemise dfaire certains n'ont toit veuxtu m'dis continue notre espce aura disparu t'coutes alors j'tais chanterais savais chanterais m'dis qu'le important d'tre beau dedans dehors parle aux vieux morts n'ai d'ide d'avis d'opinion sais veux alors j'tais chanterais savais chanterais jeune fille temps jeune fille devant jeune fille dcor jeune fille j'oublie mort jeune fille regard autres jeune fille faute jeune fille temps alors j'tais chanterais savais chanterais,Neutral
2887,Alizée,Je veux bien,dismoi trucs distraire filemoi tuc refaire ides peins rose faismoi valser fais quelque chose fais pirouettes ou sourire fais tte serait pire envoie clowns ou gros chque dany boon obsques peuxtu mpincer ou pousse cri joublie jveux pleurer rire jveux crever dsir jveux parler rien dire jveux taimer souffrir jveux pleurer rire jveux crever dsir chatouille pieds file ptard sous oreiller vieux bigard mets poil gratter coussin pteur salle manger soupe malheur fais donc semblant casser gueule mpasser ltemps sois moins seule jveux bb comique veux lbercer musique peuxtu mscotcher reste ici sois gentil jveux pleurer rire jveux crever dsir jveux parler rien dire jveux taimer faut ldire jveux pleurer rire jveux crever plaisir putain crise manque mparalyse lavoue vrai indcise jai besoin vous jveux pleurer rire jveux crever dsir jveux parler rien dire jveux taimer souffrir jveux pleurer rire jveux crever plaisir jveux pleurer rire jveux taimer faut ldire,Negative
